WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_CUSTOM_CONDITIONAL-MOOD	conditional mood	The [mood](#mood) of a [verb](#verb) used to signify that something is [contingent](https://en.wiktionary.org/wiki/contingent) upon the outcome of something else. The conditional mood in English is normally introduced by the word _would_, as in _If I were rich, I would be happy_.	https://en.wiktionary.org/wiki/conditional_mood
		ML_CUSTOM_CONFLATION	conflation	_See [_contamination_](#contamination)._	https://en.wiktionary.org/wiki/conflation
		ML_CUSTOM_CONNEGATIVE	connegative	A [verb](https://en.wiktionary.org/wiki/verb) form used with the [negative verb](#negative_verb).	https://en.wiktionary.org/wiki/connegative
		ML_CUSTOM_CONNOTATION	connotation	The [subjective](https://en.wiktionary.org/wiki/subjective) and non[analytical](https://en.wiktionary.org/wiki/analytical) meaning (definition) of a word, such as its emotional overtones, as contrasted with its [objective](https://en.wiktionary.org/wiki/objective) and [analytical](https://en.wiktionary.org/wiki/analytical) meaning (definition), which constitutes its [denotation](#denotation) (an example is given there).	https://en.wiktionary.org/wiki/connotation
		ML_PHONOLOGY_CONSONANT	consonant	Any sound that is not the dominant sound of a [syllable](#syllable), the dominant sound generally being a [vowel](#vowel).	https://en.wiktionary.org/wiki/consonant
		ML_PHONOLOGY_CONSONANTISM	consonantism	The sequence of [consonants](#consonant), or the quality peculiar to the consonants of a given word or group of words.	https://en.wiktionary.org/wiki/consonantism
		ML_PHONOLOGY_CONSONANT-GRADATION	consonant gradation	A form of consonant [mutation](#mutation) found in certain, particularly Uralic, languages, which is historically conditioned by the openness of the following syllable.	https://en.wiktionary.org/wiki/consonant_gradation
		ML_CUSTOM_CONSTRUCT-STATE	construct state	In some languages, a grammatical form that is used in construing a noun or adjective with another noun or adjective. In the [Semitic](https://en.wiktionary.org/wiki/Semitic) languages, the construct form is usually a noun modified by a following noun in a genitive construction. The construct state of such a noun _X_ can usually be translated to English as _X of_. In [Persian](https://en.wiktionary.org/wiki/Persian), the construct state is typically used for all nouns and adjectives in a [noun phrase](https://en.wiktionary.org/wiki/noun_phrase) except the very last.	https://en.wiktionary.org/wiki/construct_state
		ML_CUSTOM_CONTAMINATION	contamination	The influence of one term on the development of another term whereby they come to have similar meanings or a similar sound; [conflation](https://en.wiktionary.org/wiki/conflation). Extreme cases of conflation can result in a [merger](#merger) or [blend](#blend) of two words.	https://en.wiktionary.org/wiki/contamination
		ML_CUSTOM_CONTRACTION	contraction	A word or phrase shortened in speech, sometimes represented in writing with a [punctuation mark](https://en.wiktionary.org/wiki/punctuation_mark) in place of missing letters (e.g. English _[_do_](https://en.wiktionary.org/wiki/do#English) [_not_](https://en.wiktionary.org/wiki/not#English)_ → [_don't_](https://en.wiktionary.org/wiki/don%27t#English) or Romanian _[_nu_](https://en.wiktionary.org/wiki/nu#Romanian) [_e_](https://en.wiktionary.org/wiki/e#Romanian)_ → [_nu-i_](https://en.wiktionary.org/wiki/nu-i#Romanian)).	https://en.wiktionary.org/wiki/contraction
		ML_CUSTOM_CONTRANYM	contranym	A term with two opposite meanings.	https://en.wiktionary.org/wiki/contranym
		ML_CUSTOM_CONVERSION	conversion	The process whereby a new word is created without changing the form, often by allowing the word to function as a new part of speech.	https://en.wiktionary.org/wiki/conversion
		ML_CUSTOM_COORDINATE-TERM	coordinate term	A term that is a different type of the same [hypernym](#hypernym) (loosely "category"). _Car_ and _bicycle_ are coordinate terms to each other, both being [hyponyms](#hyponym) of a shared [hypernym](#hypernym) _vehicle_. Although the term can be applied broadly – e.g. _car_ and _asteroid_ are both _things_ –, such usage is not useful in Wiktionary.	https://en.wiktionary.org/wiki/coordinate_term
		ML_CUSTOM_COORDINATIVE-COMPOUND	coordinative compound	A [nominal](#nominal) [compound](#compound) in which the two parts are coordinated and the intended meaning of the compound as a whole is a combination of the two parts. Also known as a [_dvandva_](#dvandva) compound. Examples in English are not common but are found in many other languages, e.g. Greek [_μαχαιροπίρουνο_](https://en.wiktionary.org/wiki/%CE%BC%CE%B1%CF%87%CE%B1%CE%B9%CF%81%CE%BF%CF%80%CE%AF%CF%81%CE%BF%CF%85%CE%BD%CE%BF#Greek) (machairopírouno, “cutlery”, literally “knife-fork”) and Yiddish [_טאַטע־מאַמע_](https://en.wiktionary.org/wiki/%D7%98%D7%90%D6%B7%D7%98%D7%A2%D6%BE%D7%9E%D7%90%D6%B7%D7%9E%D7%A2#Yiddish) (tate-mame, “parents”, literally “papa-mama”). / Contrast [exocentric](#exocentric) and [endocentric](#endocentric) compounds.	https://en.wiktionary.org/wiki/coordinative, https://en.wiktionary.org/wiki/compound
		ML_CUSTOM_COPULA	copula	A verb that links and equates its [subject](#subject) with its object; also called a [linking verb](#linking_verb). The most common copula is the verb _to be_, but others exist, such as _to seem_, _to appear_ and _to sound_. The object of a copula often has special properties. For example, it can be an [adjective](#adjective) (_John is very tall, the water runs cold_) when most verbs require their objects to be [nouns](#noun) or [pronouns](#pronoun). In addition, in languages with [case](#case) distinctions, the object of a copula is most commonly in the [nominative](#nominative) case, while the object of other verbs is usually in a different case, such as the [accusative](#accusative) case. Many languages (e.g. Arabic, Hebrew, Russian) use a _null copula_ (i.e. no word at all) in the present tense when English would use the words _am_, _are_ or _is_.	https://en.wiktionary.org/wiki/copula
		ML_CUSTOM_CORPUS	corpus	A [collection](https://en.wiktionary.org/wiki/collection#Noun) of [writings](https://en.wiktionary.org/wiki/writing#Noun), often a large one such as a [libraryful](https://en.wiktionary.org/wiki/libraryful#Noun) of [documents](https://en.wiktionary.org/wiki/document#Noun) in a particular [language](https://en.wiktionary.org/wiki/language#Noun), and sometimes a [subset](https://en.wiktionary.org/wiki/subset#Noun), such as those from a specific [era](https://en.wiktionary.org/wiki/era#Noun), a specific [demographic](https://en.wiktionary.org/wiki/demographic#Noun), a specific [genre](https://en.wiktionary.org/wiki/genre#Noun) or [register](https://en.wiktionary.org/wiki/register#English:_language_register), or a particular [author](https://en.wiktionary.org/wiki/author#Noun); also, such a collection in the form of an electronic [database](https://en.wiktionary.org/wiki/database) used for [linguistic](https://en.wiktionary.org/wiki/linguistic) analyses. [Dictionaries](https://en.wiktionary.org/wiki/dictionary#Noun) are built using the builders' own command of a language plus reliance on many [quotations](https://en.wiktionary.org/wiki/quotation) ([quotes](https://en.wiktionary.org/wiki/quote#Noun)) from [corpora](https://en.wiktionary.org/wiki/corpus#Noun), which in [lexicography](https://en.wiktionary.org/wiki/lexicography) are often called [citations](https://en.wiktionary.org/wiki/citation#Noun). Wiktionary offers help with finding and citing citations at [Wiktionary:Quotations/Resources](https://en.wiktionary.org/wiki/Wiktionary:Quotations/Resources) and a deeper list at [Wiktionary:Corpora](https://en.wiktionary.org/wiki/Wiktionary:Corpora).	https://en.wiktionary.org/wiki/corpus
		ML_CUSTOM_CORRUPTION	corruption	A change in the form of a word, expression or text in a non-specific, sporadic or nonstandard way, often as a result of [misunderstanding](https://en.wiktionary.org/wiki/misunderstanding), [mispronunciation](https://en.wiktionary.org/wiki/mispronunciation) or [mistranscription](https://en.wiktionary.org/wiki/mistranscription). Some linguistic scientists avoid using this term for [language change](https://en.wikipedia.org/wiki/language_change) because it connotes [prescriptive](#prescriptive) value judgments about language changes that "should have been prevented" or that "have [debased](https://en.wiktionary.org/wiki/debase) the language." In contrast, linguistic science's [epistemology](https://en.wiktionary.org/wiki/epistemology) of language does not hold that a [pidgin](https://en.wiktionary.org/wiki/pidgin#Noun), for example, is "inferior" to the languages from which it was formed. The term _corruption_ as applied to language change was long widely used, though, even in dictionaries, and is still widely encountered. In many cases, where an older dictionary might say that word X is a corruption of word Y, some newer dictionaries might say that word X is by alteration from word Y.	https://en.wiktionary.org/wiki/corruption#English:_usage_prescription
		ML_CUSTOM_COUNT-FORM	count form	In some [Slavic](https://en.wiktionary.org/wiki/Slavic) [languages](https://en.wiktionary.org/wiki/language), such as [Bulgarian](https://en.wiktionary.org/wiki/Bulgarian) and [Russian](https://en.wiktionary.org/wiki/Russian), a [distinct](https://en.wiktionary.org/wiki/distinct) [plural](https://en.wiktionary.org/wiki/plural) form taken by certain [nouns](https://en.wiktionary.org/wiki/noun) when explicitly modified by a [quantity](https://en.wiktionary.org/wiki/quantity).	https://en.wiktionary.org/wiki/count_form, https://en.wiktionary.org/wiki/count_plural
		ML_CUSTOM_COUNTABLE	countable	Describes a noun which can be freely used with the [indefinite article](https://en.wiktionary.org/wiki/indefinite_article) (_a_ or _an_ in English) and with numbers, and which therefore has a [plural](https://en.wiktionary.org/wiki/plural) form. [Antonym](#antonym) of [_uncountable_](#uncountable) or _mass noun_.	https://en.wiktionary.org/wiki/countable, https://en.wiktionary.org/wiki/count_noun
		ML_CUSTOM_COUNTER	counter	In linguistics, counters, [measure words](https://en.wiktionary.org/wiki/measure_word) or [classifiers](https://en.wiktionary.org/wiki/classifier) are words that are used in combination with a numeral to indicate an amount of something represented by some noun. They denote a unit or measurement and are used with [mass nouns](https://en.wiktionary.org/wiki/mass_noun), and sometimes also with [count nouns](https://en.wiktionary.org/wiki/count_noun). (Compare [_singulative_](#singulative).)	https://en.wiktionary.org/wiki/counter
		ML_CUSTOM_DATED	dated	Formerly in common use, and still in occasional use, but now unfashionable; for example, [_wireless_](https://en.wiktionary.org/wiki/wireless#English) in the sense of "broadcast radio tuner", [_groovy_](https://en.wiktionary.org/wiki/groovy#English), and [_gay_](https://en.wiktionary.org/wiki/gay#English) in the sense of "bright" or "happy" are all dated. _Dated_ is not as strong as [_archaic_](#archaic) or [_obsolete_](#obsolete). See [Wiktionary:Obsolete and archaic terms](https://en.wiktionary.org/wiki/Wiktionary:Obsolete_and_archaic_terms).	https://en.wiktionary.org/wiki/dated
		ML_MORPH-VALUE_DATIVE-CASE	dative case	A [case](#case) that is usually used as the [indirect object](#indirect_object) of a verb. For example, if English had a fully [productive](#productive) case system, then _him_ in "She gave him the ball" would most likely be in the dative.	https://en.wiktionary.org/wiki/dative_case
		ML_CUSTOM_DECLENSION	declension	The [inflection](#inflection) of [nouns](#noun) and words like them, or used together with them (i.e. [nominals](#nominal)). See also [_conjugation_](#conjugation).	https://en.wiktionary.org/wiki/declension
		ML_CUSTOM_DEFECTIVE	defective	Normally would be expected to have a full set of [inflected](#inflection) forms, but some of the inflections do not exist or are never used. Examples include the English defective verbs [_can_](https://en.wiktionary.org/wiki/can#English) and [_shall_](https://en.wiktionary.org/wiki/shall#English), which do not have [infinitive](#infinitive) forms (there is no *_to can_ or *_to shall_), or the French verb [_falloir_](https://en.wiktionary.org/wiki/falloir#French), whose finite forms occur only in the third person singular ([_il faut_](https://en.wiktionary.org/w/index.php?title=il_faut&action=edit&redlink=1); there is no *_je faus_ or *_ils fallent_).	https://en.wiktionary.org/wiki/defective
		ML_CUSTOM_DEFECTIVE-SPELLING	defective spelling	In languages with [matres lectionis](https://en.wiktionary.org/wiki/mater_lectionis) ([consonant](#consonant) letters representing [vowels](#vowel)), the form including no additional ones. The opposite is called [plene spelling](#plene_spelling) when its the standardized spelling and [excessive spelling](#excessive_spelling) when it has even more of those letters than the standard spelling requires.	
